house,state,mp_name,constituency,mp_number,work_id,work_category,ida,work_description,completion_date,amount_disbursed,image_url,has_image,elected_nominated
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133701,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Bajakhana Main,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133693,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of MID DAY Meal Shed in Govt Primary school Gumti Khurd,2025-04-07,300000.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133703,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Dhudi,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133688,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of MID DAY Meal Shed in Govt Primary school Sedha Singhwala,2025-04-07,300000.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133687,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of MID DAY Meal Shed in Govt Primary school Gondara,2025-04-07,300000.0,,False,
LS,Kerala,Shri NK Premachandran,KOLLAM,345,WS/MP345/2024-2025/134123,Normal/Others,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),Construction of building for Kadamancode Tribal LP School in Kulathupuzha Grama Panchayat in  Punalur Constituency (ST),2024-12-06,4740188.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134671,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From the Godhan Raju ahead of the house.,2024-10-08,500000.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134668,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- Amit Sahu ahead of the house.,2024-12-06,1500000.0,Images,True,
LS,Karnataka,Pralhad Venkatesh Joshi,DHARWAD,620,WS/MP620/2024-2025/133312,Normal/Others,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Construction of Community Hall at Ayahatti Village Near Beereshwar Temple Pry No 34,2025-06-09,498091.0,Images,True,
LS,Karnataka,Pralhad Venkatesh Joshi,DHARWAD,620,WS/MP620/2024-2025/133166,Normal/Others,DHARWAD(DEPUTY COMMISSIONER DHARWAR_IDA),Construction of Community Bhavan at Navalgund TQ Belavatagi Village Pry No 1/A Near Shivanand Math Continue Work,2024-10-14,497185.0,Images,True,
LS,Maharashtra,Nitin Jairam Gadkari,NAGPUR,672,WS/MP672/2024-2025/136731,Normal/Others,NAGPUR(DISTRICT COLLECTOR NAGPUR_IDA),"Installation of Highmast light and electric poles with light at Gosavi Ghat, Binaki, Nagpur",2024-08-23,963514.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134638,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),Construction of common sitting area (Chaburta),2025-02-12,300000.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134644,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),CC Road- Ahead from the main road towards the canal.,2025-02-12,1000000.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134646,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),CC Road- From the road towards the Colony,2024-11-25,999550.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134674,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- Community Building to Patharri pond (Taalab).,2024-11-27,998000.0,Images,True,
LS,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),492,WS/MP492/2024-2025/134984,Normal/Others,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),Installation of 156 LED Highmast Lights for Rural and Urban areas as per enclosed List,2024-11-25,37908000.0,Images,True,
LS,Uttar Pradesh,Shri Arun Kumar Sagar,SHAHJAHANPUR(SC),492,WS/MP492/2024-2025/134981,Normal/Others,SHAHJAHANPUR(DISTRICT MAGISTRAE SHAHJAHANAPUR_IDA),15 Yatri Tin/Bus shades List for rural and Urban Areas as per enclosed List,2024-11-25,9900000.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133697,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of Smart Classroom & Cycle Shed in Govt Primary school Machaki Mal Singh,2025-04-07,298940.0,,False,
LS,Kerala,Shri Suresh Kodikunnil,MAVELIKKARA(SC),347,WS/MP347/2024-2025/138112,Normal/Others,KOLLAM(DISTRICT COLLECTOR KOLLAM_IDA),"Construction of side protection wall and concreating of Erattakottu Palanirappil road in ward 8, Neduvathur Grama Panchayath (SC)",2024-09-09,1254628.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134672,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From the high school towards the Fair Ground,2024-10-17,991511.0,Images,True,
LS,Maharashtra,Smt Raksha Nikhil Khadse,RAVER,691,WS/MP691/2024-2025/140096,Normal/Others,JALGAON(DISTRICT COLLECTOR JALGAON_IDA),Mauje Bodwad Bodwad District  Seating Arrangment at various places for inner city citizens in Jalgaon.,2024-09-11,2974718.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134649,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),Construction of culverts and bridges- Between Singhra and Chhote Kot,2025-03-05,998871.0,Images,True,
LS,Himachal Pradesh,Kangana Ranaut,MANDI,18328,WS/MP18328/2024-2025/138242,Normal/Others,MANDI(DEPUTY COMMISSIONER MANDI_IDA),"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) to the house of Jamna Devi W/o Late Sh. Devki Nandan, Village Khuiri Dom, PO- Rajgarh, Tehsil-Balh, District-Mandi, H.P. PIN-175027, Ph- 8219147679",2025-06-16,14805.0,,False,
LS,Himachal Pradesh,Kangana Ranaut,MANDI,18328,WS/MP18328/2024-2025/138243,Normal/Others,MANDI(DEPUTY COMMISSIONER MANDI_IDA),"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) to the house of Deepak Thakur S/o Late Sh. Devki Nandan, Village Khuiri Dom, PO- Rajgarh, Tehsil-Balh, District-Mandi, H.P. PIN-175027, Ph- 7986677538",2025-06-16,14805.0,,False,
LS,Himachal Pradesh,Kangana Ranaut,MANDI,18328,WS/MP18328/2024-2025/138244,Normal/Others,MANDI(DEPUTY COMMISSIONER MANDI_IDA),"Installation of Solar Lights, Lightning of Public Spaces. Installation of One Solar Light (12 Watt) near the house of Suneel Kumar S/o Gulaba Ram, Village Kalehri, PO- Balhara, Tehsil-Baldwara, District-Mandi, H.P. PIN-175033, Ph- 7590053551",2025-06-16,14805.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133695,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of Cycle Shed in Govt Primary school Lambwali,2025-04-07,197304.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133699,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Dhilwan kalan,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/133692,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of MID DAY Meal Shed in Govt Primary school Okandwala,2025-04-07,299155.0,,False,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136655,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Sai enclave colony Chipiyana Buzurg Ke Gali number 8, B- block main Nirmal dairy Se Rinku Sharma Ke ghar ki aur interlocking va Naali nirman Karya, 70 meter",2025-09-09,995219.0,Images,True,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137630,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Purchase of Steel mobile water tanker,2025-04-07,200000.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137631,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of mid-day meal Shed in Govt Primary school Ratti rori Tibbian,2025-04-07,299155.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137637,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of mid-day meal Shed in Govt Primary school Dana romana,2025-04-07,299155.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137640,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of Midday meal Shed in Govt Primary school Dod Main,2025-04-07,299155.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137641,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Construction of mid-day meal Shed in Govt primary School,2025-04-07,299155.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137633,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Purchase of mobile Steel water tanker in GP Mai Godri Sahib,2025-04-07,200000.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137635,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Fixed Street Lights,2025-04-07,200000.0,,False,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136656,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Gram Bhogpur main Mahkesh Ke Makaan Se lekar Gyano Devi Ke ghar ki ore interlocking va nali nirman karya, 80 meter",2025-09-09,995046.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135874,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Noida ke Shribalaji Enclave Unnati Vihar Sector 123 men Jagdeep Sing Bisht ke ghar se lekar Rajesh Rai ke ghar ki ore interloking & naali kary, 86 meter",2025-09-09,997045.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135877,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Gram Tigri me rakesh ke office se lekar suman agarwal ke makaan ki ore interlocking & naali kary, 75 meter",2025-09-09,998035.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135876,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Noida ke Salarpur men Sheela devi ki meethai ki dukan se lekar ravindra ke makan ki ore interloking & naali kary, 90 meter",2025-09-09,997302.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135879,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Bahlolpur Jitendra Colony near Gas Agency gali no 5 jitednra ke ghar se lekar santosh ki dukan ki ore interlocking & naali nirman kary, 95 meter",2025-09-09,997045.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135878,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kakrala men Kinnu Prajapati ki dukan kea age se bahav ki gali ki ore interlocking & naali nirman kary , 76 meter",2025-09-09,995562.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135882,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Noida ke Sarswati Kunj chipiyana urf Tigri men Manoj Dixit ke makaan se lekar nor mohammad ke makaan ki or interlocking & naali nirman kary, 100 meter",2025-09-09,997224.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135881,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kakrala colony men Suresh Gupta ke makan ke samne se rajvir ke farm house hote huye pawan singh ke makan tak interlocking & naali nirman kary, 90 meter",2025-09-09,998231.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/135880,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kanawani men Deepak Nagar ke makaan se lekar mohit Sharma ke makaan ki or interlocking & naali kary, 92 meter",2025-09-09,998269.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136650,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Main Girdharpur sampark marg chakki wali gali ki aur interlocking & naali nirmaan karya, 78 meter.",2025-09-09,998160.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136649,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Gram Kheda Dharampur mein madan ke ghar se lekar R G International school ki ore interlocking nali nirmaan karya, 90 meter",2025-09-09,786302.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136654,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kulesara ke Shiv enclave, greater Noida mein Shivkumar Se Aanchal Ke Makaan tak interlocking & Nalli nirman, 90 meter",2025-09-09,998123.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136652,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Gram Dadupur katana me Mukhya Marg School primary school se lekar Naharpul ki ore se CC Road, Nirman karya, 65 meter",2025-09-09,998078.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136651,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Sai Enclave Colony, Chipiyana Buzurg main Himanshu Upadhyay ke Makaan se lekar Harender Kumar ke Makaan ki ore interlocking & Nalli Nirman karya, 67 meter",2025-09-09,797062.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136657,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Sidipur main Tatarpur NTPC Road se lekar Jitender Sharma Ke Makaan ki ore CC Road & nali nirman, 80 meter",2025-09-09,998346.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136658,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Salarpur Kalan Dadri Mai Main Road Se lekar Moolchand Pradhan Ke Makaan ki aur interlocking Naali Nirman Karya, 100 meter",2025-09-09,996693.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136690,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Laudana men Gaura Balmiki ke plant se lekar giri Sharma ke makaan ki ore interlocking & naali nirman, 116 meter",2025-09-09,998016.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136689,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Mangrouli jewar me prabhat ke ghar se lekar satyaveer ke ghar ki ore CC road & naali nirman, 100 meter",2025-09-09,996582.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136687,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Village-Jhuppa men ravindra ke makaan se lekar mahipal Sharma ke makaan ki ore CC road & naali nirman, 73 meter",2025-09-09,998358.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136695,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Samaspur Dankaur mandal me Krishna Bansal ke makaan se lekar mohan baba mandir ki ore CC road & naali nirman, 103 meter",2025-09-09,998154.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136694,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Chiti men Giriraj ke makaan se lekar rajesh sharma ke makaan ki ore interlocking & naali nirman, 83 meter",2025-09-09,998067.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136693,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kanarsi Dankaur me harikishan ke makaan se lekar mahri ke makaan ki ore interlocking & naali nirman, 75 meter",2025-09-09,997341.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136692,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Mangrauli men satveer ke ghar se lekar rajendra ke ghar ki ore CC road & naali nirman, 90 meter",2025-09-09,996363.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136691,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Kasna men 6 pratishat plot men C Block se lekar 19 D ki ore CC road  & naali nirman, 35 meter",2025-09-09,533454.0,Images,True,
LS,Uttar Pradesh,Mahesh Sharma,GAUTAM BUDDHA NAGAR,777,WS/MP777/2024-2025/136696,Normal/Others,GAUTAM BUDDHA NAGAR(DISTRICT MAGISTRATE GAUTAMBUDHNAGAR),"Vilaspur men Rampur road se lekar merry Dairy ki ore interlocking & naali nirman, 91 meter",2025-09-09,906023.0,Images,True,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137632,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Dana Romana,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137634,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Ratti Rori Tibbian,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137639,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137638,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school Balbir Basti,2025-04-07,84500.0,,False,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/137636,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of RO System and water cooler in Govt Primary school,2025-04-07,84500.0,,False,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/137687,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),GRAM SULAUNI ME C.C. ROAD NIRMARAN (RADHELAL GHAR SE SULIPALI KI ORE),2024-11-14,800000.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/137689,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),GRAM ANDA ME C.C. ROAD NIRMARAN ( ASHOK KI KHET SE AAGE KI ORE),2024-11-25,999633.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/137679,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM SONIYAPATH ME C.C. ROAD NIRMARAN (SHYAM LAL BHAINA GHAR SE NADI KI ORE),2024-10-28,999941.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134670,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),Construction of community building in the Muslim locality.,2024-11-14,598982.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/137680,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),GRAM DURPA ME C.C. ROAD NIRMARAN (DAURAM SIDAR GHAR SE CHHEDI LAL GHAR KI ORE),2024-11-19,984661.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134673,Normal/Others,JANJGIR-CHAMPA(DISTRICT COLLECTOR JANJGIR CHAMPA_IDA),CC Road- From Jogiram house to Teejram house.,2024-12-03,499906.0,Images,True,
LS,Chhattisgarh,Kamlesh Jangde,JANJGIR CHAMPA(SC),18278,WS/MP18278/2024-2025/134630,Normal/Others,SAKTI(COLLECTOR SAKTI_IDA),Construction of boundary walls,2024-12-31,1000000.0,Images,True,
LS,West Bengal,Sk Nurul Islam,BASIRHAT,18250,WS/MP18250/2024-2025/135267,Normal/Others,North 24 Parganas(DISTRICT MAGISTRATE NORTH TWENTY FOUR PARGANAS_IDA),Installation of 10 nos. (sl.no. 1 to 10) Arsenic Free electric based water tank under Falti Beloiaghata G.P and Barasat II P.S,2026-09-02,3492520.0,Images,True,
LS,Punjab,Sarabjeet Singh Khalsa,FARIDKOT(SC),18152,WS/MP18152/2024-2025/141223,Normal/Others,FARIDKOT(DEPUTY COMMISSIONER FARIDKOT_IDA),Installation of Street lights at Gram Panchayat Kothe pakka no 1,2025-04-07,100000.0,,False,
